representative,full_name,bioguide_id,party,state,state_abbr,district,district_code,district_key,official_url,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct,govtrack_id,icpsr_id,wikidata_id,first_name,last_name,office,address,phone,term_start,term_end
Salinas,Andrea Salinas,S001226,Democratic,OR,OR,6.0,6.0,OR-06,https://salinas.house.gov,373,0,0,9,0,382,382,2.4,97.6,0.0,456934.0,,Q39791512,Andrea,Salinas,403 Cannon House Office Building,403 Cannon House Office Building Washington DC 20515-0001,202-225-5643,2025-01-03,2027-01-03
Boyle (PA),Brendan F. Boyle,B001296,Democratic,PA,PA,2.0,2.0,PA-02,https://boyle.house.gov,357,12,0,13,0,382,370,3.5,96.5,3.1,412652.0,21548.0,Q4960876,Brendan,Boyle,1502 Longworth House Office Building,1502 Longworth House Office Building Washington DC 20515-3802,202-225-6111,2025-01-03,2027-01-03
Dean (PA),Madeleine Dean,D000631,Democratic,PA,PA,4.0,4.0,PA-04,https://dean.house.gov,377,4,0,1,0,382,378,0.3,99.7,1.0,412809.0,21915.0,Q6726900,Madeleine,Dean,150 Cannon House Office Building,150 Cannon House Office Building Washington DC 20515-3804,202-225-4731,2025-01-03,2027-01-03
Deluzio,Christopher R. Deluzio,D000530,Democratic,PA,PA,17.0,17.0,PA-17,https://deluzio.house.gov,375,0,0,7,0,382,382,1.8,98.2,0.0,456936.0,,Q115181700,Chris,Deluzio,1222 Longworth House Office Building,1222 Longworth House Office Building Washington DC 20515-3817,202-225-2301,2025-01-03,2027-01-03
Evans (PA),Dwight Evans,E000296,Democratic,PA,PA,3.0,3.0,PA-03,https://evans.house.gov,350,31,0,1,0,382,351,0.3,99.7,8.1,412677.0,21566.0,Q5318148,Dwight,Evans,1105 Longworth House Office Building,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,2025-01-03,2027-01-03
Houlahan,Chrissy Houlahan,H001085,Democratic,PA,PA,6.0,6.0,PA-06,https://houlahan.house.gov,351,5,4,22,0,382,373,5.9,94.1,1.3,412810.0,21934.0,Q56274180,Chrissy,Houlahan,1727 Longworth House Office Building,1727 Longworth House Office Building Washington DC 20515-3806,202-225-4315,2025-01-03,2027-01-03
Lee (PA),Summer L. Lee,L000602,Democratic,PA,PA,12.0,12.0,PA-12,https://summerlee.house.gov,382,0,0,0,0,382,382,0.0,100.0,0.0,456935.0,,Q56222614,Summer,Lee,2437 Rayburn House Office Building,2437 Rayburn House Office Building Washington DC 20515-3812,202-225-2135,2025-01-03,2027-01-03
Scanlon,Mary Gay Scanlon,S001205,Democratic,PA,PA,5.0,5.0,PA-05,https://scanlon.house.gov,379,3,0,0,0,382,379,0.0,100.0,0.8,412750.0,21762.0,Q54611716,Mary,Scanlon,1214 Longworth House Office Building,1214 Longworth House Office Building Washington DC 20515-3805,202-225-2011,2025-01-03,2027-01-03
Hernández,Pablo José Hernández,H001103,Democratic,PR,PR,0.0,0.0,PR-00,https://hernandez.house.gov,35,5,0,0,0,40,35,0.0,100.0,12.5,457019.0,,Q130997176,Pablo José,Hernández Rivera,1419 Longworth House Office Building,1419 Longworth House Office Building Washington DC 20515-5401,202-225-2615,2025-01-03,2027-01-03
Amo,Gabe Amo,A000380,Democratic,RI,RI,1.0,1.0,RI-01,https://amo.house.gov,376,0,0,6,0,382,382,1.6,98.4,0.0,456955.0,,Q118901875,Gabe,Amo,1119 Longworth House Office Building,1119 Longworth House Office Building Washington DC 20515-3901,202-225-4911,2025-01-03,2027-01-03
Magaziner,Seth Magaziner,M001223,Democratic,RI,RI,2.0,2.0,RI-02,https://magaziner.house.gov,357,8,0,17,0,382,374,4.5,95.5,2.1,456937.0,,Q16222460,Seth,Magaziner,252 Cannon House Office Building,252 Cannon House Office Building Washington DC 20515-3902,202-225-2735,2025-01-03,2027-01-03
Clyburn,James E. Clyburn,C000537,Democratic,SC,SC,6.0,6.0,SC-06,https://clyburn.house.gov,368,6,0,8,0,382,376,2.1,97.9,1.6,400075.0,39301.0,Q1289889,James,Clyburn,274 Cannon House Office Building,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,2025-01-03,2027-01-03
Cohen,Steve Cohen,C001068,Democratic,TN,TN,9.0,9.0,TN-09,https://cohen.house.gov,367,8,0,7,0,382,374,1.9,98.1,2.1,412236.0,20748.0,Q512330,Steve,Cohen,2268 Rayburn House Office Building,2268 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,2025-01-03,2027-01-03
Casar,Greg Casar,C001131,Democratic,TX,TX,35.0,35.0,TX-35,https://casar.house.gov,321,61,0,0,0,382,321,0.0,100.0,16.0,456945.0,,Q104148369,Gregorio,Casar,446 Cannon House Office Building,446 Cannon House Office Building Washington DC 20515-4335,202-225-5645,2025-01-03,2027-01-03
Castro (TX),Joaquin Castro,C001091,Democratic,TX,TX,20.0,20.0,TX-20,https://castro.house.gov,373,8,0,1,0,382,374,0.3,99.7,2.1,412576.0,21362.0,Q1167934,Joaquin,Castro,2241 Rayburn House Office Building,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,2025-01-03,2027-01-03
Crockett,Jasmine Crockett,C001130,Democratic,TX,TX,30.0,30.0,TX-30,https://crockett.house.gov,358,23,0,1,0,382,359,0.3,99.7,6.0,456944.0,,Q101428652,Jasmine,Crockett,1616 Longworth House Office Building,1616 Longworth House Office Building Washington DC 20515-4330,202-225-8885,2025-01-03,2027-01-03
Cuellar,Henry Cuellar,C001063,Democratic,TX,TX,28.0,28.0,TX-28,https://cuellar.house.gov,247,5,0,130,0,382,377,34.5,65.5,1.3,400657.0,20533.0,Q539562,Henry,Cuellar,2308 Rayburn House Office Building,2308 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,2025-01-03,2027-01-03
Doggett,Lloyd Doggett,D000399,Democratic,TX,TX,37.0,37.0,TX-37,https://doggett.house.gov,371,9,0,2,0,382,373,0.5,99.5,2.4,400111.0,29571.0,Q363817,Lloyd,Doggett,2307 Rayburn House Office Building,2307 Rayburn House Office Building Washington DC 20515-0001,202-225-4865,2025-01-03,2027-01-03
Escobar,Veronica Escobar,E000299,Democratic,TX,TX,16.0,16.0,TX-16,https://escobar.house.gov,378,2,0,2,0,382,380,0.5,99.5,0.5,412825.0,21917.0,Q52274267,Veronica,Escobar,2448 Rayburn House Office Building,2448 Rayburn House Office Building Washington DC 20515-4316,202-225-4831,2025-01-03,2027-01-03
Fletcher,Lizzie Fletcher,F000468,Democratic,TX,TX,7.0,7.0,TX-07,https://fletcher.house.gov,375,0,0,7,0,382,382,1.8,98.2,0.0,412824.0,21919.0,Q58324313,Lizzie,Fletcher,2004 Rayburn House Office Building,2004 Rayburn House Office Building Washington DC 20515-4307,202-225-2571,2025-01-03,2027-01-03
Garcia (TX),Sylvia R. Garcia,G000587,Democratic,TX,TX,29.0,29.0,TX-29,https://sylviagarcia.house.gov,358,22,0,2,0,382,360,0.6,99.4,5.8,412827.0,21922.0,Q13562489,Sylvia,Garcia,2419 Rayburn House Office Building,2419 Rayburn House Office Building Washington DC 20515-4329,202-225-1688,2025-01-03,2027-01-03
"Gonzalez, V.",,,Democratic,TX,TX,,,,,278,9,1,94,0,382,372,25.3,74.7,2.4,,,,,,,,,,
"Green, Al (TX)",,,Democratic,TX,TX,,,,,376,4,2,0,0,382,376,0.0,100.0,1.0,,,,,,,,,,
Johnson (TX),Julie Johnson,J000310,Democratic,TX,TX,32.0,32.0,TX-32,https://juliejohnson.house.gov,357,7,0,18,0,382,375,4.8,95.2,1.8,457024.0,,Q64753063,Julie,Johnson,221 Cannon House Office Building,221 Cannon House Office Building Washington DC 20515-4332,202-225-2231,2025-01-03,2027-01-03
Menefee,Christian D. Menefee,M001245,Democratic,TX,TX,18.0,18.0,TX-18,https://menefee.house.gov,86,8,0,0,0,94,86,0.0,100.0,8.5,457039.0,,Q114397549,Christian,Menefee,1318 Longworth House Office Building,1318 Longworth House Office Building Washington DC 20515-4318,202-225-3816,2026-02-02,2027-01-03
Turner (TX),,,Democratic,TX,TX,,,,,32,0,0,1,0,33,33,3.0,97.0,0.0,,,,,,,,,,
Veasey,Marc A. Veasey,V000131,Democratic,TX,TX,33.0,33.0,TX-33,https://veasey.house.gov,344,8,1,29,0,382,373,7.8,92.2,2.1,412579.0,21365.0,Q4068811,Marc,Veasey,2186 Rayburn House Office Building,2186 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,2025-01-03,2027-01-03
Beyer,"Donald S. Beyer, Jr.",B001292,Democratic,VA,VA,8.0,8.0,VA-08,https://beyer.house.gov,371,8,1,2,0,382,373,0.5,99.5,2.1,412657.0,21554.0,Q3036086,Donald,Beyer,1226 Longworth House Office Building,1226 Longworth House Office Building Washington DC 20515-4608,202-225-4376,2025-01-03,2027-01-03
Connolly,,,Democratic,VA,VA,,,,,62,19,0,1,0,82,63,1.6,98.4,23.2,,,,,,,,,,
McClellan,Jennifer L. McClellan,M001227,Democratic,VA,VA,4.0,4.0,VA-04,https://mcclellan.house.gov,379,0,1,2,0,382,381,0.5,99.5,0.0,456953.0,,Q6178602,Jennifer,McClellan,1628 Longworth House Office Building,1628 Longworth House Office Building Washington DC 20515-4604,202-225-6365,2025-01-03,2027-01-03
Scott (VA),"Robert C. ""Bobby"" Scott",S000185,Democratic,VA,VA,3.0,3.0,VA-03,https://bobbyscott.house.gov,380,1,0,1,0,382,381,0.3,99.7,0.3,400364.0,39307.0,Q888668,Robert,Scott,2328 Rayburn House Office Building,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,2025-01-03,2027-01-03
Subramanyam,Suhas Subramanyam,S001230,Democratic,VA,VA,10.0,10.0,VA-10,https://subramanyam.house.gov,364,1,2,15,0,382,379,4.0,96.0,0.3,457028.0,,Q83250082,Suhas,Subramanyam,1009 Longworth House Office Building,1009 Longworth House Office Building Washington DC 20515-4610,202-225-5136,2025-01-03,2027-01-03
Vindman,Eugene Simon Vindman,V000138,Democratic,VA,VA,7.0,7.0,VA-07,https://vindman.house.gov,332,2,0,48,0,382,380,12.6,87.4,0.5,457027.0,,Q112610369,Eugene,Vindman,1005 Longworth House Office Building,1005 Longworth House Office Building Washington DC 20515-4607,202-225-2815,2025-01-03,2027-01-03
Walkinshaw,James R. Walkinshaw,W000831,Democratic,VA,VA,11.0,11.0,VA-11,https://walkinshaw.house.gov,221,1,1,3,0,226,224,1.3,98.7,0.4,457036.0,,Q135132001,James,Walkinshaw,2265 Rayburn House Office Building,2265 Rayburn House Office Building Washington DC 20515-4611,202-225-1492,2025-09-10,2027-01-03
Plaskett,Stacey E. Plaskett,P000610,Democratic,VI,VI,0.0,0.0,VI-00,https://plaskett.house.gov,28,11,0,1,0,40,29,3.4,96.6,27.5,412659.0,,Q18739104,Stacey,Plaskett,2059 Rayburn House Office Building,2059 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,2025-01-03,2027-01-03
Balint,Becca Balint,B001318,Democratic,VT,VT,0.0,0.0,VT-00,https://balint.house.gov,381,1,0,0,0,382,381,0.0,100.0,0.3,456948.0,,Q28137193,Becca,Balint,1510 Longworth House Office Building,1510 Longworth House Office Building Washington DC 20515-4500,202-225-4115,2025-01-03,2027-01-03
DelBene,Suzan K. DelBene,D000617,Democratic,WA,WA,1.0,1.0,WA-01,https://delbene.house.gov,370,5,1,6,0,382,376,1.6,98.4,1.3,412505.0,31101.0,Q2091892,Suzan,DelBene,2311 Rayburn House Office Building,2311 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,2025-01-03,2027-01-03
Jayapal,Pramila Jayapal,J000298,Democratic,WA,WA,7.0,7.0,WA-07,https://jayapal.house.gov,365,16,0,1,0,382,366,0.3,99.7,4.2,412730.0,21726.0,Q18978140,Pramila,Jayapal,2346 Rayburn House Office Building,2346 Rayburn House Office Building Washington DC 20515-4707,202-225-3106,2025-01-03,2027-01-03
Larsen (WA),Rick Larsen,L000560,Democratic,WA,WA,2.0,2.0,WA-02,https://larsen.house.gov,362,10,0,10,0,382,372,2.7,97.3,2.6,400232.0,20145.0,Q503529,Rick,Larsen,2163 Rayburn House Office Building,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,2025-01-03,2027-01-03
Perez,Marie Gluesenkamp Perez,G000600,Democratic,WA,WA,3.0,3.0,WA-03,https://gluesenkampperez.house.gov,266,4,0,112,0,382,378,29.6,70.4,1.0,456949.0,,Q113686944,Marie,Gluesenkamp Perez,1431 Longworth House Office Building,1431 Longworth House Office Building Washington DC 20515-4703,202-225-3536,2025-01-03,2027-01-03
Randall,Emily Randall,R000621,Democratic,WA,WA,6.0,6.0,WA-06,https://randall.house.gov,369,12,0,1,0,382,370,0.3,99.7,3.1,457030.0,,Q60473885,Emily,Randall,1531 Longworth House Office Building,1531 Longworth House Office Building Washington DC 20515-4706,202-225-5916,2025-01-03,2027-01-03
Schrier,Kim Schrier,S001216,Democratic,WA,WA,8.0,8.0,WA-08,https://schrier.house.gov,344,6,0,32,0,382,376,8.5,91.5,1.6,412835.0,21962.0,Q58333616,Kim,Schrier,1110 Longworth House Office Building,1110 Longworth House Office Building Washington DC 20515-4708,202-225-7761,2025-01-03,2027-01-03
Smith (WA),Adam Smith,S000510,Democratic,WA,WA,9.0,9.0,WA-09,https://adamsmith.house.gov,372,5,0,5,0,382,377,1.3,98.7,1.3,400379.0,29768.0,Q350916,Adam,Smith,2264 Rayburn House Office Building,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,2025-01-03,2027-01-03
Strickland,Marilyn Strickland,S001159,Democratic,WA,WA,10.0,10.0,WA-10,https://strickland.house.gov,368,4,0,10,0,382,378,2.6,97.4,1.0,456854.0,,Q1898180,Marilyn,Strickland,1724 Longworth House Office Building,1724 Longworth House Office Building Washington DC 20515-4710,202-225-9740,2025-01-03,2027-01-03
Moore (WI),Gwen Moore,M001160,Democratic,WI,WI,4.0,4.0,WI-04,https://gwenmoore.house.gov,370,8,0,4,0,382,374,1.1,98.9,2.1,400661.0,20537.0,Q461698,Gwen,Moore,2252 Rayburn House Office Building,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,2025-01-03,2027-01-03
Pocan,Mark Pocan,P000607,Democratic,WI,WI,2.0,2.0,WI-02,https://pocan.house.gov,379,2,0,1,0,382,380,0.3,99.7,0.5,412585.0,21370.0,Q1900355,Mark,Pocan,1026 Longworth House Office Building,1026 Longworth House Office Building Washington DC 20515-4902,202-225-2906,2025-01-03,2027-01-03
Kiley (CA),Kevin Kiley,K000401,Independent,CA,CA,3.0,3.0,CA-03,https://kiley.house.gov,5,1,1,51,0,58,56,91.1,8.9,1.7,456881.0,,Q27987136,Kevin,Kiley,2445 Rayburn House Office Building,2445 Rayburn House Office Building Washington DC 20515-0503,202-225-2523,2025-01-03,2027-01-03
Begich,Nicholas J. Begich III,B001323,Republican,AK,AK,0.0,0.0,AK-00,https://begich.house.gov,5,3,0,374,0,382,379,98.7,1.3,0.8,456970.0,,Q113676482,Nicholas,Begich,153 Cannon House Office Building,153 Cannon House Office Building Washington DC 20515-0200,202-225-5765,2025-01-03,2027-01-03
Aderholt,Robert B. Aderholt,A000055,Republican,AL,AL,4.0,4.0,AL-04,https://aderholt.house.gov,12,5,0,365,0,382,377,96.8,3.2,1.3,400004.0,29701.0,Q672671,Robert,Aderholt,272 Cannon House Office Building,272 Cannon House Office Building Washington DC 20515-0104,202-225-4876,2025-01-03,2027-01-03
Moore (AL),Barry Moore,M001212,Republican,AL,AL,1.0,1.0,AL-01,https://barrymoore.house.gov,6,8,0,368,0,382,374,98.4,1.6,2.1,456800.0,,Q63198048,Barry,Moore,1511 Longworth House Office Building,1511 Longworth House Office Building Washington DC 20515-0101,202-225-2901,2025-01-03,2027-01-03
Palmer,Gary J. Palmer,P000609,Republican,AL,AL,6.0,6.0,AL-06,https://palmer.house.gov,6,4,0,372,0,382,378,98.4,1.6,1.0,412608.0,21500.0,Q17386504,Gary,Palmer,170 Cannon House Office Building,170 Cannon House Office Building Washington DC 20515-0106,202-225-4921,2025-01-03,2027-01-03
Rogers (AL),Mike Rogers,R000575,Republican,AL,AL,3.0,3.0,AL-03,https://mikerogers.house.gov,13,6,0,363,0,382,376,96.5,3.5,1.6,400341.0,20301.0,Q693238,Mike,Rogers,2469 Rayburn House Office Building,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,2025-01-03,2027-01-03
Strong,Dale W. Strong,S001220,Republican,AL,AL,5.0,5.0,AL-05,https://strong.house.gov,10,5,0,367,0,382,377,97.3,2.7,1.3,456878.0,,Q115137374,Dale,Strong,449 Cannon House Office Building,449 Cannon House Office Building Washington DC 20515-0105,202-225-4801,2025-01-03,2027-01-03
Crawford,"Eric A. ""Rick"" Crawford",C001087,Republican,AR,AR,1.0,1.0,AR-01,https://crawford.house.gov,5,7,0,370,0,382,375,98.7,1.3,1.8,412400.0,21106.0,Q2151554,Eric,Crawford,2422 Rayburn House Office Building,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,2025-01-03,2027-01-03
Hill (AR),J. French Hill,H001072,Republican,AR,AR,2.0,2.0,AR-02,https://hill.house.gov,14,4,0,364,0,382,378,96.3,3.7,1.0,412609.0,21503.0,Q18631366,J.,Hill,1533 Longworth House Office Building,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,2025-01-03,2027-01-03
Westerman,Bruce Westerman,W000821,Republican,AR,AR,4.0,4.0,AR-04,https://westerman.house.gov,11,3,0,368,0,382,379,97.1,2.9,0.8,412610.0,21563.0,Q16197421,Bruce,Westerman,202 Cannon House Office Building,202 Cannon House Office Building Washington DC 20515-0404,202-225-3772,2025-01-03,2027-01-03
Womack,Steve Womack,W000809,Republican,AR,AR,3.0,3.0,AR-03,https://womack.house.gov,16,45,0,321,0,382,337,95.3,4.7,11.8,412402.0,21108.0,Q1029527,Steve,Womack,2412 Rayburn House Office Building,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,2025-01-03,2027-01-03
Radewagen,Aumua Amata Coleman Radewagen,R000600,Republican,AS,AS,0.0,0.0,AS-00,https://radewagen.house.gov,0,28,0,12,0,40,12,100.0,0.0,70.0,412664.0,,Q18684027,Aumua Amata,Radewagen,2001 Rayburn House Office Building,2001 Rayburn House Office Building Washington DC 20515-5200,202-225-8577,2025-01-03,2027-01-03
Biggs (AZ),Andy Biggs,B001302,Republican,AZ,AZ,5.0,5.0,AZ-05,https://biggs.house.gov,7,12,0,363,0,382,370,98.1,1.9,3.1,412683.0,21705.0,Q16199304,Andy,Biggs,464 Cannon House Office Building,464 Cannon House Office Building Washington DC 20515-0305,202-225-2635,2025-01-03,2027-01-03
Ciscomani,Juan Ciscomani,C001133,Republican,AZ,AZ,6.0,6.0,AZ-06,https://ciscomani.house.gov,14,8,0,360,0,382,374,96.3,3.7,2.1,456880.0,,Q115220916,Juan,Ciscomani,461 Cannon House Office Building,461 Cannon House Office Building Washington DC 20515-0306,202-225-2542,2025-01-03,2027-01-03
Crane,Elijah Crane,C001132,Republican,AZ,AZ,2.0,2.0,AZ-02,https://crane.house.gov,10,1,0,371,0,382,381,97.4,2.6,0.3,456879.0,,Q115155633,Eli,Crane,307 Cannon House Office Building,307 Cannon House Office Building Washington DC 20515-0302,202-225-3361,2025-01-03,2027-01-03
Gosar,Paul A. Gosar,G000565,Republican,AZ,AZ,9.0,9.0,AZ-09,https://gosar.house.gov,6,10,0,366,0,382,372,98.4,1.6,2.6,412397.0,21103.0,Q2059832,Paul,Gosar,2057 Rayburn House Office Building,2057 Rayburn House Office Building Washington DC 20515-0309,202-225-2315,2025-01-03,2027-01-03
Hamadeh (AZ),Abraham J. Hamadeh,H001098,Republican,AZ,AZ,8.0,8.0,AZ-08,https://hamadeh.house.gov,4,2,1,375,0,382,379,98.9,1.1,0.5,456973.0,,Q124307977,Abraham,Hamadeh,1722 Longworth House Office Building,1722 Longworth House Office Building Washington DC 20515-0308,202-225-4576,2025-01-03,2027-01-03
Schweikert,David Schweikert,S001183,Republican,AZ,AZ,1.0,1.0,AZ-01,https://schweikert.house.gov,6,6,0,370,0,382,376,98.4,1.6,1.6,412399.0,21105.0,Q1176561,David,Schweikert,166 Cannon House Office Building,166 Cannon House Office Building Washington DC 20515-0301,202-225-2190,2025-01-03,2027-01-03
Calvert,Ken Calvert,C000059,Republican,CA,CA,41.0,41.0,CA-41,https://calvert.house.gov,15,2,0,365,0,382,380,96.1,3.9,0.5,400057.0,29323.0,Q538978,Ken,Calvert,2205 Rayburn House Office Building,2205 Rayburn House Office Building Washington DC 20515-0541,202-225-1986,2025-01-03,2027-01-03
Fong,Vince Fong,F000480,Republican,CA,CA,20.0,20.0,CA-20,https://fong.house.gov,13,9,0,360,0,382,373,96.5,3.5,2.4,456958.0,,Q27916201,Vince,Fong,243 Cannon House Office Building,243 Cannon House Office Building Washington DC 20515-0520,202-225-2915,2025-01-03,2027-01-03
Issa,Darrell Issa,I000056,Republican,CA,CA,48.0,48.0,CA-48,https://issa.house.gov,13,2,0,367,0,382,380,96.6,3.4,0.5,400196.0,20107.0,Q1166592,Darrell,Issa,2108 Rayburn House Office Building,2108 Rayburn House Office Building Washington DC 20515-0548,202-225-5672,2025-01-03,2027-01-03
Kiley (CA),Kevin Kiley,K000401,Republican,CA,CA,3.0,3.0,CA-03,https://kiley.house.gov,20,2,1,301,0,324,321,93.8,6.2,0.6,456881.0,,Q27987136,Kevin,Kiley,2445 Rayburn House Office Building,2445 Rayburn House Office Building Washington DC 20515-0503,202-225-2523,2025-01-03,2027-01-03
Kim,Young Kim,K000397,Republican,CA,CA,40.0,40.0,CA-40,https://youngkim.house.gov,13,3,0,366,0,382,379,96.6,3.4,0.8,456802.0,,Q19662859,Young,Kim,2439 Rayburn House Office Building,2439 Rayburn House Office Building Washington DC 20515-0540,202-225-4111,2025-01-03,2027-01-03
LaMalfa,,,Republican,CA,CA,,,,,0,9,0,244,0,253,244,100.0,0.0,3.6,,,,,,,,,,
McClintock,Tom McClintock,M001177,Republican,CA,CA,5.0,5.0,CA-05,https://mcclintock.house.gov,6,14,0,362,0,382,368,98.4,1.6,3.7,412295.0,20903.0,Q535887,Tom,McClintock,2256 Rayburn House Office Building,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,2025-01-03,2027-01-03
Obernolte,Jay Obernolte,O000019,Republican,CA,CA,23.0,23.0,CA-23,https://obernolte.house.gov,18,3,1,360,0,382,378,95.2,4.8,0.8,456801.0,,Q16849797,Jay,Obernolte,2433 Rayburn House Office Building,2433 Rayburn House Office Building Washington DC 20515-0523,202-225-5861,2025-01-03,2027-01-03
Valadao,David G. Valadao,V000129,Republican,CA,CA,22.0,22.0,CA-22,https://valadao.house.gov,27,8,0,347,0,382,374,92.8,7.2,2.1,412515.0,21307.0,Q3528567,David,Valadao,2465 Rayburn House Office Building,2465 Rayburn House Office Building Washington DC 20515-0522,202-225-4695,2025-01-03,2027-01-03
Boebert,Lauren Boebert,B000825,Republican,CO,CO,4.0,4.0,CO-04,https://boebert.house.gov,9,10,0,363,0,382,372,97.6,2.4,2.6,456805.0,,Q96761544,Lauren,Boebert,1713 Longworth House Office Building,1713 Longworth House Office Building Washington DC 20515-0604,202-225-4761,2025-01-03,2027-01-03
Crank,Jeff Crank,C001137,Republican,CO,CO,5.0,5.0,CO-05,https://crank.house.gov,6,0,0,376,0,382,382,98.4,1.6,0.0,456983.0,,Q27663361,Jeff,Crank,1029 Longworth House Office Building,1029 Longworth House Office Building Washington DC 20515-0605,202-225-4422,2025-01-03,2027-01-03
Evans (CO),Gabe Evans,E000300,Republican,CO,CO,8.0,8.0,CO-08,https://gabeevans.house.gov,18,0,0,364,0,382,382,95.3,4.7,0.0,456984.0,,Q115458993,Gabe,Evans,1229 Longworth House Office Building,1229 Longworth House Office Building Washington DC 20515-0001,202-225-5625,2025-01-03,2027-01-03
Hurd (CO),Jeff Hurd,H001100,Republican,CO,CO,3.0,3.0,CO-03,https://hurd.house.gov,17,1,0,364,0,382,381,95.5,4.5,0.3,456982.0,,Q131101500,Jeff,Hurd,1641 Longworth House Office Building,1641 Longworth House Office Building Washington DC 20515-0603,202-225-4676,2025-01-03,2027-01-03
Bean (FL),Aaron Bean,B001314,Republican,FL,FL,4.0,4.0,FL-04,https://bean.house.gov,3,0,0,379,0,382,382,99.2,0.8,0.0,456888.0,,Q4661833,Aaron,Bean,2459 Rayburn House Office Building,2459 Rayburn House Office Building Washington DC 20515-0904,202-225-0123,2025-01-03,2027-01-03
Bilirakis,Gus M. Bilirakis,B001257,Republican,FL,FL,12.0,12.0,FL-12,https://bilirakis.house.gov,6,9,0,367,0,382,373,98.4,1.6,2.4,412250.0,20758.0,Q1555314,Gus,Bilirakis,2306 Rayburn House Office Building,2306 Rayburn House Office Building Washington DC 20515-0912,202-225-5755,2025-01-03,2027-01-03
Buchanan,Vern Buchanan,B001260,Republican,FL,FL,16.0,16.0,FL-16,https://buchanan.house.gov,13,15,0,354,0,382,367,96.5,3.5,3.9,412196.0,20709.0,Q2517229,Vern,Buchanan,2409 Rayburn House Office Building,2409 Rayburn House Office Building Washington DC 20515-0916,202-225-5015,2025-01-03,2027-01-03
Cammack,Kat Cammack,C001039,Republican,FL,FL,3.0,3.0,FL-03,https://cammack.house.gov,4,5,0,373,0,382,377,98.9,1.1,1.3,456806.0,,Q98523243,Katherine,Cammack,2421 Rayburn House Office Building,2421 Rayburn House Office Building Washington DC 20515-0903,202-225-5744,2025-01-03,2027-01-03
Diaz-Balart,,,Republican,FL,FL,,,,,17,20,0,345,0,382,362,95.3,4.7,5.2,,,,,,,,,,
Donalds,Byron Donalds,D000032,Republican,FL,FL,19.0,19.0,FL-19,https://donalds.house.gov,7,25,0,350,0,382,357,98.0,2.0,6.5,456808.0,,Q59726216,Byron,Donalds,1710 Longworth House Office Building,1710 Longworth House Office Building Washington DC 20515-0919,202-225-2536,2025-01-03,2027-01-03
Dunn (FL),Neal P. Dunn,D000628,Republican,FL,FL,2.0,2.0,FL-02,https://dunn.house.gov,3,43,0,336,0,382,339,99.1,0.9,11.3,412691.0,21714.0,Q27733851,Neal,Dunn,466 Cannon House Office Building,466 Cannon House Office Building Washington DC 20515-0902,202-225-5235,2025-01-03,2027-01-03
Fine,Randy Fine,F000484,Republican,FL,FL,6.0,6.0,FL-06,https://fine.house.gov,7,1,0,322,0,330,329,97.9,2.1,0.3,457035.0,,Q59240328,Randall,Fine,244 Cannon House Office Building,244 Cannon House Office Building Washington DC 20515-0906,202-225-2706,2025-04-02,2027-01-03
"Franklin, Scott",,,Republican,FL,FL,,,,,2,2,0,378,0,382,380,99.5,0.5,0.5,,,,,,,,,,
Gimenez,Carlos A. Gimenez,G000593,Republican,FL,FL,28.0,28.0,FL-28,https://gimenez.house.gov,16,31,0,335,0,382,351,95.4,4.6,8.1,456809.0,,Q5041653,Carlos,Gimenez,448 Cannon House Office Building,448 Cannon House Office Building Washington DC 20515-0001,202-225-2778,2025-01-03,2027-01-03
Haridopolos,Mike Haridopolos,H001099,Republican,FL,FL,8.0,8.0,FL-08,https://haridopolos.house.gov,12,6,0,364,0,382,376,96.8,3.2,1.6,456986.0,,Q6847137,Mike,Haridopolos,1039 Longworth House Office Building,1039 Longworth House Office Building Washington DC 20515-0908,202-225-3671,2025-01-03,2027-01-03
Lee (FL),Laurel M. Lee,L000597,Republican,FL,FL,15.0,15.0,FL-15,https://laurellee.house.gov,5,25,0,352,0,382,357,98.6,1.4,6.5,456892.0,,Q61483038,Laurel,Lee,2464 Rayburn House Office Building,2464 Rayburn House Office Building Washington DC 20515-0915,202-225-5626,2025-01-03,2027-01-03
