bioguide_id,representative,full_name,party,party_code,state_abbr,district,district_code,district_key,official_url,Democratic Majority,Not Voting,Present,Republican Majority,Neither,party_split_roll_calls,votes_cast_on_party_split_roll_calls,with_republican_pct,with_democratic_pct,missed_party_split_votes_pct,first_name,last_name,profile_party,office,address,phone,term_start,term_end
L000602,Lee (PA),Summer L. Lee,Democratic,D,PA,12.0,12.0,PA-12,https://summerlee.house.gov,382,0,0,0,0,382,382,0.0,100.0,0.0,Summer,Lee,Democratic,2437 Rayburn House Office Building,2437 Rayburn House Office Building Washington DC 20515-3812,202-225-2135,2025-01-03,2027-01-03
S001205,Scanlon,Mary Gay Scanlon,Democratic,D,PA,5.0,5.0,PA-05,https://scanlon.house.gov,379,3,0,0,0,382,379,0.0,100.0,0.8,Mary,Scanlon,Democratic,1214 Longworth House Office Building,1214 Longworth House Office Building Washington DC 20515-3805,202-225-2011,2025-01-03,2027-01-03
A000380,Amo,Gabe Amo,Democratic,D,RI,1.0,1.0,RI-01,https://amo.house.gov,376,0,0,6,0,382,382,1.6,98.4,0.0,Gabe,Amo,Democratic,1119 Longworth House Office Building,1119 Longworth House Office Building Washington DC 20515-3901,202-225-4911,2025-01-03,2027-01-03
M001223,Magaziner,Seth Magaziner,Democratic,D,RI,2.0,2.0,RI-02,https://magaziner.house.gov,357,8,0,17,0,382,374,4.5,95.5,2.1,Seth,Magaziner,Democratic,252 Cannon House Office Building,252 Cannon House Office Building Washington DC 20515-3902,202-225-2735,2025-01-03,2027-01-03
C000537,Clyburn,James E. Clyburn,Democratic,D,SC,6.0,6.0,SC-06,https://clyburn.house.gov,368,6,0,8,0,382,376,2.1,97.9,1.6,James,Clyburn,Democratic,274 Cannon House Office Building,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,2025-01-03,2027-01-03
C001068,Cohen,Steve Cohen,Democratic,D,TN,9.0,9.0,TN-09,https://cohen.house.gov,367,8,0,7,0,382,374,1.9,98.1,2.1,Steve,Cohen,Democratic,2268 Rayburn House Office Building,2268 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,2025-01-03,2027-01-03
C001131,Casar,Greg Casar,Democratic,D,TX,35.0,35.0,TX-35,https://casar.house.gov,321,61,0,0,0,382,321,0.0,100.0,16.0,Gregorio,Casar,Democratic,446 Cannon House Office Building,446 Cannon House Office Building Washington DC 20515-4335,202-225-5645,2025-01-03,2027-01-03
C001091,Castro (TX),Joaquin Castro,Democratic,D,TX,20.0,20.0,TX-20,https://castro.house.gov,373,8,0,1,0,382,374,0.3,99.7,2.1,Joaquin,Castro,Democratic,2241 Rayburn House Office Building,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,2025-01-03,2027-01-03
C001130,Crockett,Jasmine Crockett,Democratic,D,TX,30.0,30.0,TX-30,https://crockett.house.gov,358,23,0,1,0,382,359,0.3,99.7,6.0,Jasmine,Crockett,Democratic,1616 Longworth House Office Building,1616 Longworth House Office Building Washington DC 20515-4330,202-225-8885,2025-01-03,2027-01-03
C001063,Cuellar,Henry Cuellar,Democratic,D,TX,28.0,28.0,TX-28,https://cuellar.house.gov,247,5,0,130,0,382,377,34.5,65.5,1.3,Henry,Cuellar,Democratic,2308 Rayburn House Office Building,2308 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,2025-01-03,2027-01-03
D000399,Doggett,Lloyd Doggett,Democratic,D,TX,37.0,37.0,TX-37,https://doggett.house.gov,371,9,0,2,0,382,373,0.5,99.5,2.4,Lloyd,Doggett,Democratic,2307 Rayburn House Office Building,2307 Rayburn House Office Building Washington DC 20515-0001,202-225-4865,2025-01-03,2027-01-03
E000299,Escobar,Veronica Escobar,Democratic,D,TX,16.0,16.0,TX-16,https://escobar.house.gov,378,2,0,2,0,382,380,0.5,99.5,0.5,Veronica,Escobar,Democratic,2448 Rayburn House Office Building,2448 Rayburn House Office Building Washington DC 20515-4316,202-225-4831,2025-01-03,2027-01-03
F000468,Fletcher,Lizzie Fletcher,Democratic,D,TX,7.0,7.0,TX-07,https://fletcher.house.gov,375,0,0,7,0,382,382,1.8,98.2,0.0,Lizzie,Fletcher,Democratic,2004 Rayburn House Office Building,2004 Rayburn House Office Building Washington DC 20515-4307,202-225-2571,2025-01-03,2027-01-03
G000587,Garcia (TX),Sylvia R. Garcia,Democratic,D,TX,29.0,29.0,TX-29,https://sylviagarcia.house.gov,358,22,0,2,0,382,360,0.6,99.4,5.8,Sylvia,Garcia,Democratic,2419 Rayburn House Office Building,2419 Rayburn House Office Building Washington DC 20515-4329,202-225-1688,2025-01-03,2027-01-03
G000581,"Gonzalez, V.",Vicente Gonzalez,Democratic,D,TX,34.0,34.0,TX-34,https://gonzalez.house.gov,278,9,1,94,0,382,372,25.3,74.7,2.4,Vicente,Gonzalez,Democratic,1201 Longworth House Office Building,1201 Longworth House Office Building Washington DC 20515-4334,202-225-2531,2025-01-03,2027-01-03
G000553,"Green, Al (TX)",Al Green,Democratic,D,TX,9.0,9.0,TX-09,https://algreen.house.gov,376,4,2,0,0,382,376,0.0,100.0,1.0,Al,Green,Democratic,2347 Rayburn House Office Building,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,2025-01-03,2027-01-03
J000310,Johnson (TX),Julie Johnson,Democratic,D,TX,32.0,32.0,TX-32,https://juliejohnson.house.gov,357,7,0,18,0,382,375,4.8,95.2,1.8,Julie,Johnson,Democratic,221 Cannon House Office Building,221 Cannon House Office Building Washington DC 20515-4332,202-225-2231,2025-01-03,2027-01-03
M001245,Menefee,Christian D. Menefee,Democratic,D,TX,18.0,18.0,TX-18,https://menefee.house.gov,86,8,0,0,0,94,86,0.0,100.0,8.5,Christian,Menefee,Democratic,1318 Longworth House Office Building,1318 Longworth House Office Building Washington DC 20515-4318,202-225-3816,2026-02-02,2027-01-03
T000489,Turner (TX),,Democratic,D,TX,,,,,32,0,0,1,0,33,33,3.0,97.0,0.0,,,,,,,,
V000131,Veasey,Marc A. Veasey,Democratic,D,TX,33.0,33.0,TX-33,https://veasey.house.gov,344,8,1,29,0,382,373,7.8,92.2,2.1,Marc,Veasey,Democratic,2186 Rayburn House Office Building,2186 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,2025-01-03,2027-01-03
B001292,Beyer,"Donald S. Beyer, Jr.",Democratic,D,VA,8.0,8.0,VA-08,https://beyer.house.gov,371,8,1,2,0,382,373,0.5,99.5,2.1,Donald,Beyer,Democratic,1226 Longworth House Office Building,1226 Longworth House Office Building Washington DC 20515-4608,202-225-4376,2025-01-03,2027-01-03
C001078,Connolly,,Democratic,D,VA,,,,,62,19,0,1,0,82,63,1.6,98.4,23.2,,,,,,,,
M001227,McClellan,Jennifer L. McClellan,Democratic,D,VA,4.0,4.0,VA-04,https://mcclellan.house.gov,379,0,1,2,0,382,381,0.5,99.5,0.0,Jennifer,McClellan,Democratic,1628 Longworth House Office Building,1628 Longworth House Office Building Washington DC 20515-4604,202-225-6365,2025-01-03,2027-01-03
S000185,Scott (VA),"Robert C. ""Bobby"" Scott",Democratic,D,VA,3.0,3.0,VA-03,https://bobbyscott.house.gov,380,1,0,1,0,382,381,0.3,99.7,0.3,Robert,Scott,Democratic,2328 Rayburn House Office Building,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,2025-01-03,2027-01-03
S001230,Subramanyam,Suhas Subramanyam,Democratic,D,VA,10.0,10.0,VA-10,https://subramanyam.house.gov,364,1,2,15,0,382,379,4.0,96.0,0.3,Suhas,Subramanyam,Democratic,1009 Longworth House Office Building,1009 Longworth House Office Building Washington DC 20515-4610,202-225-5136,2025-01-03,2027-01-03
V000138,Vindman,Eugene Simon Vindman,Democratic,D,VA,7.0,7.0,VA-07,https://vindman.house.gov,332,2,0,48,0,382,380,12.6,87.4,0.5,Eugene,Vindman,Democratic,1005 Longworth House Office Building,1005 Longworth House Office Building Washington DC 20515-4607,202-225-2815,2025-01-03,2027-01-03
W000831,Walkinshaw,James R. Walkinshaw,Democratic,D,VA,11.0,11.0,VA-11,https://walkinshaw.house.gov,221,1,1,3,0,226,224,1.3,98.7,0.4,James,Walkinshaw,Democratic,2265 Rayburn House Office Building,2265 Rayburn House Office Building Washington DC 20515-4611,202-225-1492,2025-09-10,2027-01-03
B001318,Balint,Becca Balint,Democratic,D,VT,0.0,0.0,VT-00,https://balint.house.gov,381,1,0,0,0,382,381,0.0,100.0,0.3,Becca,Balint,Democratic,1510 Longworth House Office Building,1510 Longworth House Office Building Washington DC 20515-4500,202-225-4115,2025-01-03,2027-01-03
D000617,DelBene,Suzan K. DelBene,Democratic,D,WA,1.0,1.0,WA-01,https://delbene.house.gov,370,5,1,6,0,382,376,1.6,98.4,1.3,Suzan,DelBene,Democratic,2311 Rayburn House Office Building,2311 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,2025-01-03,2027-01-03
J000298,Jayapal,Pramila Jayapal,Democratic,D,WA,7.0,7.0,WA-07,https://jayapal.house.gov,365,16,0,1,0,382,366,0.3,99.7,4.2,Pramila,Jayapal,Democratic,2346 Rayburn House Office Building,2346 Rayburn House Office Building Washington DC 20515-4707,202-225-3106,2025-01-03,2027-01-03
L000560,Larsen (WA),Rick Larsen,Democratic,D,WA,2.0,2.0,WA-02,https://larsen.house.gov,362,10,0,10,0,382,372,2.7,97.3,2.6,Rick,Larsen,Democratic,2163 Rayburn House Office Building,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,2025-01-03,2027-01-03
G000600,Perez,Marie Gluesenkamp Perez,Democratic,D,WA,3.0,3.0,WA-03,https://gluesenkampperez.house.gov,266,4,0,112,0,382,378,29.6,70.4,1.0,Marie,Gluesenkamp Perez,Democratic,1431 Longworth House Office Building,1431 Longworth House Office Building Washington DC 20515-4703,202-225-3536,2025-01-03,2027-01-03
R000621,Randall,Emily Randall,Democratic,D,WA,6.0,6.0,WA-06,https://randall.house.gov,369,12,0,1,0,382,370,0.3,99.7,3.1,Emily,Randall,Democratic,1531 Longworth House Office Building,1531 Longworth House Office Building Washington DC 20515-4706,202-225-5916,2025-01-03,2027-01-03
S001216,Schrier,Kim Schrier,Democratic,D,WA,8.0,8.0,WA-08,https://schrier.house.gov,344,6,0,32,0,382,376,8.5,91.5,1.6,Kim,Schrier,Democratic,1110 Longworth House Office Building,1110 Longworth House Office Building Washington DC 20515-4708,202-225-7761,2025-01-03,2027-01-03
S000510,Smith (WA),Adam Smith,Democratic,D,WA,9.0,9.0,WA-09,https://adamsmith.house.gov,372,5,0,5,0,382,377,1.3,98.7,1.3,Adam,Smith,Democratic,2264 Rayburn House Office Building,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,2025-01-03,2027-01-03
S001159,Strickland,Marilyn Strickland,Democratic,D,WA,10.0,10.0,WA-10,https://strickland.house.gov,368,4,0,10,0,382,378,2.6,97.4,1.0,Marilyn,Strickland,Democratic,1724 Longworth House Office Building,1724 Longworth House Office Building Washington DC 20515-4710,202-225-9740,2025-01-03,2027-01-03
M001160,Moore (WI),Gwen Moore,Democratic,D,WI,4.0,4.0,WI-04,https://gwenmoore.house.gov,370,8,0,4,0,382,374,1.1,98.9,2.1,Gwen,Moore,Democratic,2252 Rayburn House Office Building,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,2025-01-03,2027-01-03
P000607,Pocan,Mark Pocan,Democratic,D,WI,2.0,2.0,WI-02,https://pocan.house.gov,379,2,0,1,0,382,380,0.3,99.7,0.5,Mark,Pocan,Democratic,1026 Longworth House Office Building,1026 Longworth House Office Building Washington DC 20515-4902,202-225-2906,2025-01-03,2027-01-03
H001103,Hernández,Pablo José Hernández,Democratic,D,XX,0.0,0.0,PR-00,https://hernandez.house.gov,35,5,0,0,0,40,35,0.0,100.0,12.5,Pablo José,Hernández Rivera,Democratic,1419 Longworth House Office Building,1419 Longworth House Office Building Washington DC 20515-5401,202-225-2615,2025-01-03,2027-01-03
N000147,Norton,Eleanor Holmes Norton,Democratic,D,XX,0.0,0.0,DC-00,https://norton.house.gov,40,0,0,0,0,40,40,0.0,100.0,0.0,Eleanor,Norton,Democratic,2136 Rayburn House Office Building,2136 Rayburn House Office Building Washington DC 20515-5101,202-225-8050,2025-01-03,2027-01-03
P000610,Plaskett,Stacey E. Plaskett,Democratic,D,XX,0.0,0.0,VI-00,https://plaskett.house.gov,28,11,0,1,0,40,29,3.4,96.6,27.5,Stacey,Plaskett,Democratic,2059 Rayburn House Office Building,2059 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,2025-01-03,2027-01-03
K000401,Kiley (CA),Kevin Kiley,Independent,I,CA,3.0,3.0,CA-03,https://kiley.house.gov,5,1,1,51,0,58,56,91.1,8.9,1.7,Kevin,Kiley,Independent,2445 Rayburn House Office Building,2445 Rayburn House Office Building Washington DC 20515-0503,202-225-2523,2025-01-03,2027-01-03
B001323,Begich,Nicholas J. Begich III,Republican,R,AK,0.0,0.0,AK-00,https://begich.house.gov,5,3,0,374,0,382,379,98.7,1.3,0.8,Nicholas,Begich,Republican,153 Cannon House Office Building,153 Cannon House Office Building Washington DC 20515-0200,202-225-5765,2025-01-03,2027-01-03
A000055,Aderholt,Robert B. Aderholt,Republican,R,AL,4.0,4.0,AL-04,https://aderholt.house.gov,12,5,0,365,0,382,377,96.8,3.2,1.3,Robert,Aderholt,Republican,272 Cannon House Office Building,272 Cannon House Office Building Washington DC 20515-0104,202-225-4876,2025-01-03,2027-01-03
M001212,Moore (AL),Barry Moore,Republican,R,AL,1.0,1.0,AL-01,https://barrymoore.house.gov,6,8,0,368,0,382,374,98.4,1.6,2.1,Barry,Moore,Republican,1511 Longworth House Office Building,1511 Longworth House Office Building Washington DC 20515-0101,202-225-2901,2025-01-03,2027-01-03
P000609,Palmer,Gary J. Palmer,Republican,R,AL,6.0,6.0,AL-06,https://palmer.house.gov,6,4,0,372,0,382,378,98.4,1.6,1.0,Gary,Palmer,Republican,170 Cannon House Office Building,170 Cannon House Office Building Washington DC 20515-0106,202-225-4921,2025-01-03,2027-01-03
R000575,Rogers (AL),Mike Rogers,Republican,R,AL,3.0,3.0,AL-03,https://mikerogers.house.gov,13,6,0,363,0,382,376,96.5,3.5,1.6,Mike,Rogers,Republican,2469 Rayburn House Office Building,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,2025-01-03,2027-01-03
S001220,Strong,Dale W. Strong,Republican,R,AL,5.0,5.0,AL-05,https://strong.house.gov,10,5,0,367,0,382,377,97.3,2.7,1.3,Dale,Strong,Republican,449 Cannon House Office Building,449 Cannon House Office Building Washington DC 20515-0105,202-225-4801,2025-01-03,2027-01-03
C001087,Crawford,"Eric A. ""Rick"" Crawford",Republican,R,AR,1.0,1.0,AR-01,https://crawford.house.gov,5,7,0,370,0,382,375,98.7,1.3,1.8,Eric,Crawford,Republican,2422 Rayburn House Office Building,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,2025-01-03,2027-01-03
H001072,Hill (AR),J. French Hill,Republican,R,AR,2.0,2.0,AR-02,https://hill.house.gov,14,4,0,364,0,382,378,96.3,3.7,1.0,J.,Hill,Republican,1533 Longworth House Office Building,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,2025-01-03,2027-01-03
W000821,Westerman,Bruce Westerman,Republican,R,AR,4.0,4.0,AR-04,https://westerman.house.gov,11,3,0,368,0,382,379,97.1,2.9,0.8,Bruce,Westerman,Republican,202 Cannon House Office Building,202 Cannon House Office Building Washington DC 20515-0404,202-225-3772,2025-01-03,2027-01-03
W000809,Womack,Steve Womack,Republican,R,AR,3.0,3.0,AR-03,https://womack.house.gov,16,45,0,321,0,382,337,95.3,4.7,11.8,Steve,Womack,Republican,2412 Rayburn House Office Building,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,2025-01-03,2027-01-03
B001302,Biggs (AZ),Andy Biggs,Republican,R,AZ,5.0,5.0,AZ-05,https://biggs.house.gov,7,12,0,363,0,382,370,98.1,1.9,3.1,Andy,Biggs,Republican,464 Cannon House Office Building,464 Cannon House Office Building Washington DC 20515-0305,202-225-2635,2025-01-03,2027-01-03
C001133,Ciscomani,Juan Ciscomani,Republican,R,AZ,6.0,6.0,AZ-06,https://ciscomani.house.gov,14,8,0,360,0,382,374,96.3,3.7,2.1,Juan,Ciscomani,Republican,461 Cannon House Office Building,461 Cannon House Office Building Washington DC 20515-0306,202-225-2542,2025-01-03,2027-01-03
C001132,Crane,Elijah Crane,Republican,R,AZ,2.0,2.0,AZ-02,https://crane.house.gov,10,1,0,371,0,382,381,97.4,2.6,0.3,Eli,Crane,Republican,307 Cannon House Office Building,307 Cannon House Office Building Washington DC 20515-0302,202-225-3361,2025-01-03,2027-01-03
G000565,Gosar,Paul A. Gosar,Republican,R,AZ,9.0,9.0,AZ-09,https://gosar.house.gov,6,10,0,366,0,382,372,98.4,1.6,2.6,Paul,Gosar,Republican,2057 Rayburn House Office Building,2057 Rayburn House Office Building Washington DC 20515-0309,202-225-2315,2025-01-03,2027-01-03
H001098,Hamadeh (AZ),Abraham J. Hamadeh,Republican,R,AZ,8.0,8.0,AZ-08,https://hamadeh.house.gov,4,2,1,375,0,382,379,98.9,1.1,0.5,Abraham,Hamadeh,Republican,1722 Longworth House Office Building,1722 Longworth House Office Building Washington DC 20515-0308,202-225-4576,2025-01-03,2027-01-03
S001183,Schweikert,David Schweikert,Republican,R,AZ,1.0,1.0,AZ-01,https://schweikert.house.gov,6,6,0,370,0,382,376,98.4,1.6,1.6,David,Schweikert,Republican,166 Cannon House Office Building,166 Cannon House Office Building Washington DC 20515-0301,202-225-2190,2025-01-03,2027-01-03
C000059,Calvert,Ken Calvert,Republican,R,CA,41.0,41.0,CA-41,https://calvert.house.gov,15,2,0,365,0,382,380,96.1,3.9,0.5,Ken,Calvert,Republican,2205 Rayburn House Office Building,2205 Rayburn House Office Building Washington DC 20515-0541,202-225-1986,2025-01-03,2027-01-03
F000480,Fong,Vince Fong,Republican,R,CA,20.0,20.0,CA-20,https://fong.house.gov,13,9,0,360,0,382,373,96.5,3.5,2.4,Vince,Fong,Republican,243 Cannon House Office Building,243 Cannon House Office Building Washington DC 20515-0520,202-225-2915,2025-01-03,2027-01-03
I000056,Issa,Darrell Issa,Republican,R,CA,48.0,48.0,CA-48,https://issa.house.gov,13,2,0,367,0,382,380,96.6,3.4,0.5,Darrell,Issa,Republican,2108 Rayburn House Office Building,2108 Rayburn House Office Building Washington DC 20515-0548,202-225-5672,2025-01-03,2027-01-03
K000401,Kiley (CA),Kevin Kiley,Republican,R,CA,3.0,3.0,CA-03,https://kiley.house.gov,20,2,1,301,0,324,321,93.8,6.2,0.6,Kevin,Kiley,Independent,2445 Rayburn House Office Building,2445 Rayburn House Office Building Washington DC 20515-0503,202-225-2523,2025-01-03,2027-01-03
K000397,Kim,Young Kim,Republican,R,CA,40.0,40.0,CA-40,https://youngkim.house.gov,13,3,0,366,0,382,379,96.6,3.4,0.8,Young,Kim,Republican,2439 Rayburn House Office Building,2439 Rayburn House Office Building Washington DC 20515-0540,202-225-4111,2025-01-03,2027-01-03
L000578,LaMalfa,,Republican,R,CA,,,,,0,9,0,244,0,253,244,100.0,0.0,3.6,,,,,,,,
M001177,McClintock,Tom McClintock,Republican,R,CA,5.0,5.0,CA-05,https://mcclintock.house.gov,6,14,0,362,0,382,368,98.4,1.6,3.7,Tom,McClintock,Republican,2256 Rayburn House Office Building,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,2025-01-03,2027-01-03
O000019,Obernolte,Jay Obernolte,Republican,R,CA,23.0,23.0,CA-23,https://obernolte.house.gov,18,3,1,360,0,382,378,95.2,4.8,0.8,Jay,Obernolte,Republican,2433 Rayburn House Office Building,2433 Rayburn House Office Building Washington DC 20515-0523,202-225-5861,2025-01-03,2027-01-03
V000129,Valadao,David G. Valadao,Republican,R,CA,22.0,22.0,CA-22,https://valadao.house.gov,27,8,0,347,0,382,374,92.8,7.2,2.1,David,Valadao,Republican,2465 Rayburn House Office Building,2465 Rayburn House Office Building Washington DC 20515-0522,202-225-4695,2025-01-03,2027-01-03
B000825,Boebert,Lauren Boebert,Republican,R,CO,4.0,4.0,CO-04,https://boebert.house.gov,9,10,0,363,0,382,372,97.6,2.4,2.6,Lauren,Boebert,Republican,1713 Longworth House Office Building,1713 Longworth House Office Building Washington DC 20515-0604,202-225-4761,2025-01-03,2027-01-03
C001137,Crank,Jeff Crank,Republican,R,CO,5.0,5.0,CO-05,https://crank.house.gov,6,0,0,376,0,382,382,98.4,1.6,0.0,Jeff,Crank,Republican,1029 Longworth House Office Building,1029 Longworth House Office Building Washington DC 20515-0605,202-225-4422,2025-01-03,2027-01-03
E000300,Evans (CO),Gabe Evans,Republican,R,CO,8.0,8.0,CO-08,https://gabeevans.house.gov,18,0,0,364,0,382,382,95.3,4.7,0.0,Gabe,Evans,Republican,1229 Longworth House Office Building,1229 Longworth House Office Building Washington DC 20515-0001,202-225-5625,2025-01-03,2027-01-03
H001100,Hurd (CO),Jeff Hurd,Republican,R,CO,3.0,3.0,CO-03,https://hurd.house.gov,17,1,0,364,0,382,381,95.5,4.5,0.3,Jeff,Hurd,Republican,1641 Longworth House Office Building,1641 Longworth House Office Building Washington DC 20515-0603,202-225-4676,2025-01-03,2027-01-03
B001314,Bean (FL),Aaron Bean,Republican,R,FL,4.0,4.0,FL-04,https://bean.house.gov,3,0,0,379,0,382,382,99.2,0.8,0.0,Aaron,Bean,Republican,2459 Rayburn House Office Building,2459 Rayburn House Office Building Washington DC 20515-0904,202-225-0123,2025-01-03,2027-01-03
B001257,Bilirakis,Gus M. Bilirakis,Republican,R,FL,12.0,12.0,FL-12,https://bilirakis.house.gov,6,9,0,367,0,382,373,98.4,1.6,2.4,Gus,Bilirakis,Republican,2306 Rayburn House Office Building,2306 Rayburn House Office Building Washington DC 20515-0912,202-225-5755,2025-01-03,2027-01-03
B001260,Buchanan,Vern Buchanan,Republican,R,FL,16.0,16.0,FL-16,https://buchanan.house.gov,13,15,0,354,0,382,367,96.5,3.5,3.9,Vern,Buchanan,Republican,2409 Rayburn House Office Building,2409 Rayburn House Office Building Washington DC 20515-0916,202-225-5015,2025-01-03,2027-01-03
C001039,Cammack,Kat Cammack,Republican,R,FL,3.0,3.0,FL-03,https://cammack.house.gov,4,5,0,373,0,382,377,98.9,1.1,1.3,Katherine,Cammack,Republican,2421 Rayburn House Office Building,2421 Rayburn House Office Building Washington DC 20515-0903,202-225-5744,2025-01-03,2027-01-03
D000600,Diaz-Balart,Mario Diaz-Balart,Republican,R,FL,26.0,26.0,FL-26,https://mariodiazbalart.house.gov,17,20,0,345,0,382,362,95.3,4.7,5.2,Mario,Diaz-Balart,Republican,374 Cannon House Office Building,374 Cannon House Office Building Washington DC 20515-0926,202-225-4211,2025-01-03,2027-01-03
D000032,Donalds,Byron Donalds,Republican,R,FL,19.0,19.0,FL-19,https://donalds.house.gov,7,25,0,350,0,382,357,98.0,2.0,6.5,Byron,Donalds,Republican,1710 Longworth House Office Building,1710 Longworth House Office Building Washington DC 20515-0919,202-225-2536,2025-01-03,2027-01-03
D000628,Dunn (FL),Neal P. Dunn,Republican,R,FL,2.0,2.0,FL-02,https://dunn.house.gov,3,43,0,336,0,382,339,99.1,0.9,11.3,Neal,Dunn,Republican,466 Cannon House Office Building,466 Cannon House Office Building Washington DC 20515-0902,202-225-5235,2025-01-03,2027-01-03
F000484,Fine,Randy Fine,Republican,R,FL,6.0,6.0,FL-06,https://fine.house.gov,7,1,0,322,0,330,329,97.9,2.1,0.3,Randall,Fine,Republican,244 Cannon House Office Building,244 Cannon House Office Building Washington DC 20515-0906,202-225-2706,2025-04-02,2027-01-03
F000472,"Franklin, Scott",Scott Franklin,Republican,R,FL,18.0,18.0,FL-18,https://franklin.house.gov,2,2,0,378,0,382,380,99.5,0.5,0.5,C.,Franklin,Republican,2301 Rayburn House Office Building,2301 Rayburn House Office Building Washington DC 20515-0918,202-225-1252,2025-01-03,2027-01-03
G000593,Gimenez,Carlos A. Gimenez,Republican,R,FL,28.0,28.0,FL-28,https://gimenez.house.gov,16,31,0,335,0,382,351,95.4,4.6,8.1,Carlos,Gimenez,Republican,448 Cannon House Office Building,448 Cannon House Office Building Washington DC 20515-0001,202-225-2778,2025-01-03,2027-01-03
H001099,Haridopolos,Mike Haridopolos,Republican,R,FL,8.0,8.0,FL-08,https://haridopolos.house.gov,12,6,0,364,0,382,376,96.8,3.2,1.6,Mike,Haridopolos,Republican,1039 Longworth House Office Building,1039 Longworth House Office Building Washington DC 20515-0908,202-225-3671,2025-01-03,2027-01-03
L000597,Lee (FL),Laurel M. Lee,Republican,R,FL,15.0,15.0,FL-15,https://laurellee.house.gov,5,25,0,352,0,382,357,98.6,1.4,6.5,Laurel,Lee,Republican,2464 Rayburn House Office Building,2464 Rayburn House Office Building Washington DC 20515-0915,202-225-5626,2025-01-03,2027-01-03
L000596,Luna,Anna Paulina Luna,Republican,R,FL,13.0,13.0,FL-13,https://luna.house.gov,9,25,0,348,0,382,357,97.5,2.5,6.5,Anna,Luna,Republican,226 Cannon House Office Building,226 Cannon House Office Building Washington DC 20515-0913,202-225-5961,2025-01-03,2027-01-03
M001199,Mast,Brian J. Mast,Republican,R,FL,21.0,21.0,FL-21,https://mast.house.gov,8,7,0,367,0,382,375,97.9,2.1,1.8,Brian,Mast,Republican,2182 Rayburn House Office Building,2182 Rayburn House Office Building Washington DC 20515-0921,202-225-3026,2025-01-03,2027-01-03
M001216,Mills,Cory Mills,Republican,R,FL,7.0,7.0,FL-07,https://mills.house.gov,5,7,0,370,0,382,375,98.7,1.3,1.8,Cory,Mills,Republican,346 Cannon House Office Building,346 Cannon House Office Building Washington DC 20515-0907,202-225-4035,2025-01-03,2027-01-03
P000622,Patronis,Jimmy Patronis,Republican,R,FL,1.0,1.0,FL-01,https://patronis.house.gov,10,0,0,320,0,330,330,97.0,3.0,0.0,Jimmy,Patronis,Republican,2021 Rayburn House Office Building,2021 Rayburn House Office Building Washington DC 20515-0901,202-225-4136,2025-04-02,2027-01-03
R000609,Rutherford,John H. Rutherford,Republican,R,FL,5.0,5.0,FL-05,https://rutherford.house.gov,5,49,0,328,0,382,333,98.5,1.5,12.8,John,Rutherford,Republican,1711 Longworth House Office Building,1711 Longworth House Office Building Washington DC 20515-0905,202-225-2501,2025-01-03,2027-01-03
S000168,Salazar,Maria Elvira Salazar,Republican,R,FL,27.0,27.0,FL-27,https://salazar.house.gov,16,42,0,324,0,382,340,95.3,4.7,11.0,Maria,Salazar,Republican,2162 Rayburn House Office Building,2162 Rayburn House Office Building Washington DC 20515-0927,202-225-3931,2025-01-03,2027-01-03
S001214,Steube,W. Gregory Steube,Republican,R,FL,17.0,17.0,FL-17,https://steube.house.gov,7,7,0,368,0,382,375,98.1,1.9,1.8,W.,Steube,Republican,2457 Rayburn House Office Building,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,2025-01-03,2027-01-03
W000823,Waltz,,Republican,R,FL,,,,,0,4,0,5,0,9,5,100.0,0.0,44.4,,,,,,,,
W000806,Webster (FL),Daniel Webster,Republican,R,FL,11.0,11.0,FL-11,https://webster.house.gov,4,2,0,376,0,382,380,98.9,1.1,0.5,Daniel,Webster,Republican,2184 Rayburn House Office Building,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,2025-01-03,2027-01-03
A000372,Allen,Rick W. Allen,Republican,R,GA,12.0,12.0,GA-12,https://allen.house.gov,1,4,0,377,0,382,378,99.7,0.3,1.0,Rick,Allen,Republican,462 Cannon House Office Building,462 Cannon House Office Building Washington DC 20515-1012,202-225-2823,2025-01-03,2027-01-03
